	relationship	smoker	alp	weight	trombocyty	hematokrit	hemoglobin	er-cv	ast	ssn	erytrocyty	indicator	hbver	leukocyty	alt	etytr	name
4773	divoced	no	89.89292	77.92599	7.19541	6.50900	6.19277	68.39107	50.81681	256-80-3308	6.88426	1.00000	8.36253	6.20983	4.05995	5.02875	Paul Gates
4774	separated	no	45.43990	27.40513	7.01763	2.41323	7.97395	49.66768	41.23784	519-62-3229	6.12939	1.00000	5.46377	5.86038	6.73561	7.61107	Jonathon Smith
4775	widowed	Y	20.04002	57.89742	8.70562	2.83487	9.30923	89.08988	67.58323	303-19-1878	6.49361	1.00000	4.60621	5.84474	6.52692	6.66969	Jennifer Lester
4776	single	no	78.44967	77.62159	7.02799	6.41309	5.47234	64.66652	33.83887	804-04-0868	2.97522	0.00000	5.17424	7.07865	5.35502	6.50983	Juan Lane
4777	divoced	Y	81.96083	59.35645	7.06804	6.67283	5.73781	44.99349	46.33952	602-86-4836	7.07193	1.00000	6.04388	4.66678	7.13276	6.47989	Jessica Waters
4778	divoced	no	81.56404	7.91222	6.07080	7.14494	5.89423	69.24986	44.20048	133-59-8301	7.35176	0.00000	6.24841	6.50598	9.22004	4.94140	Tina Frazier
4779	married	no	11.89731	35.87710	5.05062	7.36491	3.68250	47.46281	54.89454	313-98-7589	8.58312	1.00000	5.48862		21.61490	5.89043	Christy Ryan
4780	single	no	78.45580	91.71403	7.24101	4.41570	6.92744	46.46019	48.36461	135-08-5506	6.67636	0.00000	5.12654	6.60426	6.71592	5.62921	Brittany Hooper
4781	married	yes	83.47978	52.63133	5.83200	6.57850	6.22277	32.60965	39.85340	649-55-1230	7.44509	1.00000	5.21422	7.66099	9.21824	5.67582	Jonathan Boyer
4782	divoced	no	25.81553	82.54907	5.64103	6.66242	4.00446	56.83738	26.32284	708-93-7749	1.77924	1.00000	5.08269	7.17395	4.13188	5.61485	Rachel Decker
4783	married	yes	28.92554	68.91870	6.57515	7.49002	4.12004	60.47486	52.96445	141-45-1432	7.92266	1.00000	6.37303	6.50706	11.43856	6.20847	Andrea Turner
4784	married	yes	60.96293	79.33562	5.96935	5.03548	5.04299	57.17656	43.99298	388-49-2895	2.76125	1.00000	4.78774	4.77671	7.09475	6.30507	Tommy Gutierrez
4785	single	no	14.26107	69.39711	9.80516	6.32851	9.60910	46.22384	39.93078	133-94-5547	7.77091	0.00000	5.36740	5.24302	11.67851	6.24581	Oscar Bennett
4786	single	no	55.04538	40.33070	8.24808	5.60706	4.91868	54.79812	46.99026	810-10-1108	3.82323	0.00000	6.28723	5.97096	6.98856	5.93936	Adrian Schaefer
4787	nop	no	49.87587	52.88885	8.34826	5.93848	7.68491	40.04045	47.00088	450-54-8538	5.77280	0.00000	6.83529	5.07231	5.11815	5.29464	Philip Wagner
4788	divoced	Y	86.87331	83.15708	5.95843	3.81238	5.84145	53.53725	62.86319	167-15-3962	5.92967	0.00000	6.37771	6.91711	7.06243	7.48835	Alicia Rose
4789	widowed	N	88.76292	36.65906	6.10551	7.50563	6.13225	67.45183	78.39916	889-30-3704	7.33234	1.00000	5.11335	6.01534	9.19867	6.67401	Steven Stout
4790	married	Y	53.69808	36.62982	7.90066	6.84708	4.91049	59.09012	70.13272	195-48-5221	7.04439	1.00000	9.29751	6.66850	6.53118	5.81534	Isabella Turner
4791	single	Y	25.37386	103.09852	6.90005	4.59059	8.54301	52.51845	51.32040	481-93-6334	6.84786	1.00000	6.34530	6.03780	6.00008	6.96922	Rebecca Taylor
4792	single	no	14.17825	63.38895	7.74893	5.16763	9.30179	66.93726	56.65419	399-13-1814	7.09452	1.00000	6.82783	7.98414	9.46037	4.15194	Michael Meza
4793	separated	yes	12.34955	108.48922	6.74749	7.33645	3.24176	59.50340	44.85666	068-74-0171	7.96518	1.00000	7.45109	7.48125	13.72739	3.70719	Bridget Nichols
4794	separated	no	27.39591	102.40580	7.14891	2.36390	8.33538	55.17543	41.59208	808-51-9372	6.15884	1.00000	5.72530	9.05179	8.09250	5.89842	Jonathan Olson
4795	married	Y	13.59262	129.19087	8.36039	6.03059	9.16144	54.46506	48.11330	426-43-4399	6.29995	1.00000	6.65709	6.18556	5.08860	6.67005	Dr. Ryan Rose PhD
4796	married	yes	72.76593	79.70080	6.78059	3.81911	5.53096	35.95474	54.54334	501-48-1986	6.03019	0.00000	6.39160	7.71222	6.33013	6.49539	Amanda Waller
4797	married	no	80.30759	105.02847	7.60055	8.42523	5.62598	60.72199	39.04353	333-64-4000	7.15081	0.00000	5.15715	7.64661	8.87015	5.55707	David Martin
4798	single	no	50.94714	87.56539	6.47448	3.90013	4.85316	51.45041	53.86452	183-78-8749	6.49375	0.00000	6.24824	5.82879	8.12114	6.50886	Joseph Elliott
4799	divoced	no	62.92278	80.28064	6.40691	6.91576	5.22160	68.86761	38.70741	288-92-5021	2.89534	0.00000	7.63891	7.62327	6.91885	6.23185	Ashley Reed
4800	widowed	no	25.38701	140.12634	6.47680	6.17823	4.23463	69.41056	55.15496	778-40-0760	7.66698	1.00000	6.35127	5.75591	10.89620	5.56480	Mrs. Wendy Cole MD
4801	divoced	yes	35.11680	41.95304	8.99778	3.70983	8.02724	42.51276	61.08481	425-01-7366	4.40898	1.00000	7.29715	5.32900	3.70277	6.65783	Mike Stewart
4802	divoced	N	83.72813	105.54894	6.80192	4.10503	6.97338	64.87559	44.51602	607-32-6554	8.00583	0.00000	5.20475	4.18797	11.79245	6.59894	Julia Reed
4803	divoced	no	87.55490	94.81746	6.91079	3.97392	6.12695	26.79338	59.77801	851-63-1116	3.88412	1.00000	5.16868	5.17315	4.85471	4.41638	Sharon Ramirez
4804	widowed	no	62.02746	84.90662	6.42383	5.99963	7.57630	33.08742	48.08622	554-80-5640	5.92358	1.00000	5.63922	7.80285	7.46386	7.31431	Anthony Singh
4805	divoced	no	67.24285	49.33464	7.00980	4.02275	7.12283	63.88148	44.35950	428-20-6267	4.82887	1.00000	6.42786	5.00634	4.23181	5.70412	Deborah Sanchez
4806	separated	yes	80.45805	39.98529	6.60424	4.87470	6.80685	79.71147	53.24445	275-32-0096	8.05027	0.00000	5.78749	6.39553	18.10730	5.88012	Steve Lynch
4807	single	yes	80.63995	88.27898	8.23114	7.38890	5.67554	54.05424	47.28983	313-56-0381	6.77769	1.00000	5.84832	6.05921	5.29437	6.66815	Michael Brown
4808	divoced	no	23.95762	94.01972	6.75407	5.71508	4.02522	64.43406	23.86124	281-14-8899	4.75042	1.00000	4.87485	6.30332	5.16581	6.09840	Amanda Lopez
4809	married	no	78.80342	99.65895	6.42929	3.07308	6.87058	74.65604	36.56759	392-78-7423	6.32535	0.00000	5.14212	5.75998	6.17741	5.64467	Tammy Kennedy
4810	married	no		130.79318	7.59836	6.85831	7.89653	66.45203	67.66273	720-97-3144	4.95768	1.00000	6.29417	7.22949	7.00121	7.12523	Tara Bradshaw
4811	widowed	no	59.14364	62.32049	6.78111	6.28890	4.98507	44.46839	62.47634	605-27-8710	7.44704	1.00000	5.86447	6.05065	8.68550	8.64210	Courtney Mcintyre
4812	nop	Y	80.41571	101.72887	7.06047	6.50096	6.06584	57.29777	23.02224	497-28-5538	7.01174	1.00000	5.39122	6.89884	7.26996	6.08908	Brenda Williams
4813	single	Y	69.85371	22.96701	7.02693	5.67917	5.26079	45.78115	35.65773	069-67-3534	4.01719	0.00000	5.50904	5.80385	9.42468	7.62684	James Stuart
4814	married	yes	82.30119	122.16815	5.90477	5.15421	5.93471	27.99154	42.77319	546-03-3350	7.16289	1.00000	6.77260	5.62436	10.37755	4.58580	Aaron Moore
4815	married	no	19.63368	67.66197	8.51468	8.58775	3.93646	57.76275	72.76163	126-49-1777	7.48679	1.00000	7.02624	7.39001	8.92992	6.96250	Stephanie Phillips
4816	widowed	Y	51.54189	54.54259	6.98706	5.27423	7.78216	67.07328	39.37340	550-07-7022	5.79259	1.00000	6.26215	6.62043	6.33567	4.39796	Christopher Peters
4817	single	no	83.78253	81.33878	6.54913	5.09310	6.53937	52.27925	42.46574	395-59-3197	7.12607	0.00000	6.25565	5.79978	7.30810	6.20283	Denise Butler
4818	nop	yes	59.40184	11.48963	7.00164	5.38582	7.59592	28.89391	39.83248	432-92-2402	5.73039	1.00000	4.23654	6.92453	5.90768	6.51200	David Hicks
4819	separated	no	81.44826	68.95049	7.03869	6.13768	5.88571	35.42866	53.85500	058-73-1074	3.33433	1.00000	7.87718	6.06313	4.97685	5.42246	Ronald Daniels
4820	separated	no	20.01639	101.33763	5.20376	3.51388	3.77907	43.15458	54.96850	395-37-7346	1.71178	1.00000	5.50755	7.43756	4.03756	7.34260	Nathan Frank
4821	nop	no	38.08460	129.70480	8.07948	4.19130	4.62043	63.90224	48.44457	738-40-7720	5.30169	0.00000	7.39174	5.15846	5.73218	7.28303	Christina Baird
4822	married	no	64.18958	104.16803	6.51998	6.97773	5.16757	62.25744	41.47935	645-63-1643	7.52677	1.00000	5.16375	5.48242	10.11633	6.68278	George Foster
4823	nop	N	61.96471	47.44878	7.88960	6.39106	5.26167	68.19684	74.93445	781-31-6886	6.82780	1.00000	7.51164	4.42438	9.91651	4.39973	Jennifer Allen
4824	single	no	81.98259	86.77072	6.30515	6.07156	5.79965	59.02233	59.17351	882-26-6596	3.83429	1.00000	6.23412	4.83502	2.38297	4.04698	Luis Evans
4825	married	no	81.62498	98.11689	6.45299	7.86941	6.08889	46.92178	44.70020	629-83-6006	4.01104	1.00000	5.15698	6.89772	4.14019	6.21093	Michael Anthony
4826	divoced	yes	40.83781	96.57970	8.01759	5.24653	7.92290	41.90221	89.82538	609-99-1249	7.12462	0.00000	6.15492	5.82796	8.08139	4.12808	Eugene Ortiz
4827	single	no	85.33013	63.83544	6.47731	4.45058	6.63156	43.03694	54.09799	056-19-7195	7.54440	0.00000	6.22176	5.13478	11.24373	5.05745	Gene Kent
4828	married	Y	29.74615	87.71539	8.59972	5.78711	10.56490	69.52481	69.58945	417-31-1193	8.00881	1.00000	4.99941	5.96049	13.98914	6.47317	Joseph Levy
4829	separated	no	37.73077	71.49194	6.53126	5.49340	8.14931	43.62025	21.14545	328-39-9303	6.56501	1.00000	7.88598	7.15802	7.83447	7.56773	Mrs. Savannah Moreno
4830	divoced	yes	42.08363	109.50074	6.75883	7.09485	8.21357	54.11923	43.08378	139-11-6917	6.59047	1.00000	5.13123	6.02073	8.01178	7.16894	Jennifer Moore
4831	widowed	no	55.48422	100.91113	6.90624	6.42874	4.98601	40.26051	59.14289	279-28-8117	3.39054	0.00000	5.04735	4.86719	3.41276	8.06602	Marcus Clark
4832	married	no	83.13592	127.24303	10.15508	8.12359	5.56353	97.49546	43.92087	490-68-0367	6.38189	1.00000	6.01179	6.28374	6.76544	5.01775	Bethany Leach
4833	divoced	yes	50.03733	14.71289	7.44611	4.81184	4.62517	57.05982	56.24651	377-56-3082	5.25113	0.00000	6.34014	6.50196	5.60080	5.74259	Cody Martin
4834	divoced	no	71.10682	23.25528	6.16735	4.85535	7.14814	64.87808	55.48440	292-12-8767	5.50417	1.00000	7.18533	6.66537	7.00245	5.70063	Tonya Davidson
4835	married	yes	69.56568	103.49570	7.85182	8.05683	5.45894	65.80580	52.37741	667-37-9495	6.96525	1.00000	5.45462	6.07399	8.46914	8.00222	Brooke Brown
4836	divoced	Y	11.30332	85.23359	4.24249	5.55515	3.10784	38.58662	46.80108	217-18-9707	8.82455	1.00000	6.90080	5.97393	26.07448	7.23299	Samuel Strong
4837	separated	no	16.85328	140.11531	6.78901	4.61915	8.61269	62.70528	53.89707	774-96-4495	7.00659	1.00000	4.08339	6.20432	8.02931	6.14156	Brenda Mays
4838	divoced	no	9.98442	37.19947	7.56280	5.45351	3.01139	56.72587	50.15122	351-65-9948	5.61116	0.00000	5.57867	4.82922	6.77936	5.85112	Doris Terry
4839	single	Y	30.86244	60.91277	7.39913	7.25676	4.26261	52.86868	49.07242	739-32-9786	7.35625	1.00000	5.75577	6.61804	12.51752	6.05875	Kathleen Travis
4840	divoced	no	21.10967	73.03839	8.49657	7.10667	8.65956	34.48200	45.86080	076-45-3442	5.71831	1.00000	5.23107	6.65967	4.60888	6.10588	Christopher Everett
4841	divoced	Y	66.27618	81.34816	6.50402	4.02801	5.11982	59.12450	50.77786	022-50-7189	2.84570	1.00000	3.60939	6.24683	4.13576	4.98511	Hannah Simmons
4842	single	yes	59.76412	91.07985	8.22273	7.80395	5.05022	40.16261	48.91617	660-70-1416	6.95943	0.00000	3.76991	4.91237	9.92481	6.53905	Michael Torres
4843	divoced	Y	83.46679	99.63320	6.33569	4.75284	6.52622	54.06186	38.29482	196-97-9757	4.58131	1.00000	6.26182	8.76789	7.75660	5.34797	Anthony Jackson
4844	divoced	no	70.29325	78.80839	5.68342	6.93043	7.36431	55.78653	23.44837	163-89-0364	6.15412	1.00000	5.93422	6.84193	5.04704	6.49115	Katrina Rollins
4845	single	yes	37.03669	42.74793	6.98973	7.73038	4.51483	57.57534	50.53182	293-55-3729	7.57037	1.00000	5.97690	5.88353	8.38626	5.42285	Amy Warren
4846	single	no	80.19909	89.32007	6.49842	4.85590	6.76686	44.89658	48.20037	274-53-5968	8.00264	0.00000	5.31024	5.58257	12.32406	7.07625	Kenneth Nguyen
4847	single	Y	22.64815	-16.75382	6.78462	4.22559	8.50433	33.62602	45.87985	043-44-1532	6.82267	1.00000	6.33856	5.59028	7.25052	5.50854	Thomas Rosales
4848	single	no	90.91594	3.23292	6.70976	3.02567	6.48914	44.12761	40.34140	626-33-5993	4.21172	1.00000	6.90919	5.64002	6.46645	6.75730	Lorraine Rocha
4849	divoced	no	29.89949	84.21855	7.25820	7.89906	2.01538	62.13540	44.16930	786-41-5677	3.54383	0.00000	5.09394	5.63680	6.36325	4.86333	Alexander Potter
4850	widowed	Y	87.66713	68.61117	7.03330	5.82060	6.18828	37.03842	50.76666	839-14-0901	3.74716	1.00000	6.04992	5.19752	6.81424	5.87604	George Rojas
4851	divoced	no	49.42013	102.53346	7.99792	7.63828	4.75192	44.99680	25.07628	158-16-0151	7.18677	1.00000	5.10676	6.48284	8.55924	5.92858	Melissa Miller
4852	married	Y	69.52155	19.04294	9.71751	3.56574	11.44672	44.97251	43.27531	247-37-3927	8.26263	1.00000	4.46935	5.14096	15.28662	6.00216	Frances Hudson
4853	separated	no	52.12589	60.12602	7.89632	7.22561	7.87692	42.26498	28.00762	495-24-7358	6.89181	0.00000	6.27176	6.58713	8.47711	6.68960	Robert Davidson
4854	separated	no	7.21973	16.59943	8.97136	4.71522	3.38536	44.38488	54.81532	643-26-0488	5.35579	0.00000	5.63881	6.37844	7.26712	5.57808	Holly Vargas
4855	married	no	20.55977	58.98662	8.11336	4.92610	8.63768	50.71596	50.78758	239-78-6836	6.05708	1.00000	5.10360	5.19906	4.98268	4.63701	Elizabeth Farley
4856	single	Y	86.43364	56.87535	6.61615	4.80846	6.06338	38.46004	47.16223	460-89-3636	3.87238	1.00000	7.82136	7.57805	3.63677	5.74477	Heather Hill
4857	single	no	62.68122	33.01981	5.48492	5.98232	5.19321	74.51762	52.07524	689-73-9559	7.71687	1.00000	6.84343	6.93088	11.71310	5.48136	Mary Mcpherson
4858	married	Y	86.27175	96.53221	7.66884	7.47741	6.39390	32.86569	73.55069	093-82-0863	6.76623	1.00000	7.07294	8.02411	8.27921	6.30387	Charles Thompson
4859	widowed	Y	24.96586	90.11964	8.60778	5.63132	10.27189	48.56327	62.08727	475-76-2764	7.58041	1.00000	4.96216	6.57208	8.06657	5.32049	Christopher Stephenson
4860	married	yes	16.64078	103.34310	6.41388	4.53835	3.59442	33.09813	42.08192	468-01-3726	7.00536	0.00000	4.24109	2.87516	7.70599	4.59765	Tony Drake
4861	married	no	51.26118	75.15978	7.45545	4.95862	7.79688	70.15808	44.49349	318-21-8398	8.36003	0.00000	6.28361	5.22838	17.99634	5.51456	Shelby White
4862	divoced	yes	19.94653	73.05676	6.89993	7.07680	3.93658	42.98574	55.80181	239-78-6836	7.77071	1.00000	5.96456	4.98641	13.07908	7.47463	Elizabeth Farley
4863	divoced	no	40.86263	94.97814	5.98552	6.91584	4.43319	54.68324	53.98317	328-33-8359	7.85175	1.00000	5.91740	6.09060	11.99703	6.29927	Steven Mitchell
4864	separated	yes	58.50602	60.19561	7.47976	6.48414	7.68182	67.50412	42.20477	814-22-3089	5.37931	1.00000	7.44428	6.21511	4.72212	4.63427	Jeremy Thornton
4865	separated	no	35.36806	89.21073	7.96162	8.44207	4.30330	66.96291	45.08849	613-13-0206	7.28223	1.00000	6.82962	6.94520	7.16981	5.21795	Justin Ferrell
4866	nop	Y	31.85958	69.93300	9.16626	5.88044	4.32960	23.73356	40.98705	141-10-0613	3.31179	0.00000	7.41941	5.84226	5.72453	6.86257	Tony Navarro
4867	nop	no	10.85472	31.99013	6.76932	7.32364	3.76161	50.96503	53.59341	520-57-0988	7.82380	1.00000	6.47533	5.33649	14.04739	5.33101	Matthew Frye
4868	single	no	14.86387	93.87088	7.30523	4.99289	3.89201	44.40716	75.19914	403-66-1521	5.61876	0.00000	6.51001	6.46875	5.99702	4.62744	Brandon Thomas
4869	single	no	20.68602	73.96192	4.86857	6.54718	3.55598	31.65398	60.07336	895-99-8602	8.49429	1.00000	8.37088	6.44080	18.60337	5.13807	John Steele
4870	single	no	6.60075	57.75190	7.65223	7.51372	3.39776	43.10520	38.33030	719-52-7670	7.78561	1.00000	4.80889	8.68900	8.76720	6.22107	Rachel Johnson
4871	widowed	yes	86.70875	21.83945	6.29136	5.06113	6.39983	49.60069	45.77842	801-90-1877	4.06083	0.00000	6.73787	5.53738	5.32732	7.02626	Colleen Salazar
4872	married	N	31.01098	33.83944	7.22250	7.32297	4.11883	72.62939	33.30032	855-04-7977	7.77484	1.00000	6.05222	5.41631	12.04815	6.85693	Hector Rogers
4873	separated	no	21.19236	70.99885	7.85019	7.63787	3.93046	49.09926	52.73443	481-93-6334	7.58877	1.00000	5.49928	7.46988	10.58612	7.07645	Rebecca Taylor
4874	divoced	yes	82.74357	111.46742	9.15656	3.01214	5.91094	54.44148	47.95041	607-31-6171	5.52112	0.00000	7.18795	6.41663	5.21169	4.43598	Danielle Thomas
4875	separated	Y	79.66446	36.43384	6.35595	6.02877	6.33378	35.35948	44.23699	469-80-8086	7.08310	1.00000	5.10256	4.80545	5.62031	6.74302	Wendy Wilcox
4876	divoced	no	92.05761	108.13048	6.62910	4.01195	6.59826	92.93835	58.09031	499-53-2110	7.06167	0.00000	5.88150	5.94877	11.69635	5.76460	Christopher Kelley
4877	single	yes	29.90772	116.27752	6.93195	3.32984	8.21310	45.88527	41.32465	640-78-4085	6.32276	1.00000	4.87574	7.22726	4.80910	4.28014	Charles West
4878	widowed	Y	3.94172	74.92000	8.20752	6.54190	9.39943	56.15667	45.08887	557-50-8887	7.09107	1.00000	7.08472	6.75311	8.13018	6.40372	James Perkins
4879	widowed	Y	55.27393	106.09289	7.97329	3.91978	7.65924	38.83708	58.98937	701-13-9941	6.69403	0.00000	6.00323	6.37816	6.80712	6.45725	Joseph Thornton
4880	married	no	62.31366	4.77206	7.48650	7.50645	5.03082	75.15397	28.93991	550-59-3764	7.24005	1.00000	5.65637	7.42296	9.12560	7.74172	Randall Dominguez
4881	divoced	Y	54.41803	148.31740	3.88886	7.60737	5.09345	53.30771	29.83257	644-29-8548	3.36726	0.00000	6.40077	5.93707	5.89527	3.84260	Warren West
4882	single	N	83.41635	40.93226	7.20084	4.88116	5.89383	13.67924	54.28352	827-86-2264	3.13746	1.00000	7.86259	6.13131	5.26870	5.07779	George Holder
4883	divoced	no	79.77861	89.71348	6.01936	6.55033	6.07785	53.64982	56.95316	185-76-7562	7.38582	1.00000	4.83857	5.68497	10.90290	6.41583	Tina Mitchell
4884	widowed	Y	2.98755	13.57156	8.38208	2.49817	8.93241	54.54326	37.47299	151-51-1272	6.39663	1.00000	3.68753	5.84527	8.65165	6.23951	Brian Bennett
4885	single	yes	27.27388	85.17071	5.81293	7.03110	4.08950	64.98699	47.36976	309-23-6187	8.07872	1.00000	6.50358	5.14410	15.98233	6.49199	Gina Rasmussen
4886	separated	no	66.68983	118.70309	9.12561	8.45774	5.17002	41.87158	51.40294	053-90-5729	6.51021	1.00000	5.81755	5.85101	7.53066	5.65991	Kyle Smith
4887	single	no	71.87489	142.76420	6.26296	7.18189	5.23447	48.34048	52.88252	133-59-8301	7.64917	1.00000		7.61841	8.50431	4.79513	Tina Frazier
4888	separated	Y	92.58763	75.73537	7.40924	7.27468	6.38417	57.81354	44.43044	777-38-4272	3.53002	1.00000	6.32739	4.84619	5.24041	5.99274	Karen Smith
4889	married	no	14.12590	84.23813	6.93173	7.83167	3.78383	55.93621	61.60843	751-20-4772	7.90615	1.00000	5.74925	6.48059	9.72769	6.06522	Justin Farmer
4890	separated	Y	40.01302	64.92003	5.26324	6.69381	4.43494	56.43708	53.35109	156-93-5251	4.14878	0.00000	6.76421	6.32667	5.18546	5.77663	Ashley Martin
4891	widowed	Y	22.91689	74.70671	7.28362	5.71661	8.46018	33.99944	17.77201	468-20-7377	6.53758	1.00000	5.77750	6.01242	6.89695	5.37245	Frederick Holmes
4892	married	N	64.03276	20.72645	7.55943	5.07088	7.38519	42.90690	35.32883	800-36-9050	4.69365	1.00000	6.83402	6.52895	6.76729	5.15877	Monica Warner
4893	single	Y	61.63950	116.09824	7.75495	5.13429	7.24380	42.96695	62.07934	574-42-3990	4.32047	1.00000	5.56597	7.05529	6.21559	5.70119	Angela Bass
4894	married	no	83.34933	30.80871	6.49411	5.65548	6.71275	47.02383	57.65029	308-94-3485	7.25312	0.00000	5.99797	6.34666	7.06274	6.00735	James Stevenson
4895	nop	yes	74.24181	104.43769	6.73019	4.71646	6.92506	39.14959	79.74861	435-94-1036	4.71801	1.00000	7.08479	4.10785	5.92574	7.62691	Mr. Michael Edwards
4896	married	N	59.57974	48.14413	7.92246	5.73622	7.60316	58.51172	45.08041	069-67-3534	7.03347	0.00000	6.62100	5.66834	9.47345	4.93337	James Stuart
4897	divoced	no	17.49419	97.50411	7.21807		3.63900	34.43004	41.71381	736-91-2990	6.71216	0.00000	4.50738	6.76471	8.30933	5.93393	Amanda Dyer
4898	widowed	no	56.28881	90.31425	5.98713	6.53876	4.81233	69.58523	56.87784	111-13-4492	3.81892	1.00000	7.31111	6.19120	3.39565	5.60502	Brittany Mueller
4899	separated	Y	35.92651	33.81802	6.47068	4.71687	4.27285	54.65020	42.15031	574-42-7462	1.74233	1.00000	5.03489	6.35386	5.09261	5.91342	Benjamin Marshall
4900	divoced	no	54.26982	55.74160	6.43959	7.55325	5.00149	64.03208	39.21780	205-80-0838	7.57495	1.00000	7.41087	4.63346	11.77214	5.95567	Stephen Rogers
4901	married	no	51.64000	106.60876	8.12835	7.78889	4.68863	70.13555	47.50545	637-42-1535	7.25556	1.00000	4.93285	7.77229	12.02236	8.15511	Tyrone Malone
4902	widowed	Y	1.19145	98.11690	5.46669	5.75009	2.91609	55.49296	35.84098	144-53-7153	8.49344	1.00000	5.08514	6.52074	19.08628	6.08341	Gregory Heath
4903	widowed	Y	29.17722	41.42908	7.37903	6.06360	4.19914	67.76077	43.03413	191-56-6314	4.19272	0.00000	6.33442	7.82018	8.64660	6.62988	Tonya Williams
4904	nop	no	74.34417	53.81940	7.97370	4.24729	5.20963	48.43148	36.99172	383-94-2671	5.19166	0.00000	5.24964	5.33171	4.28038	6.39715	Jose Rogers
4905	single	Y	73.21107	53.84430	6.62657	6.00465	5.61299	63.52730	52.78098	025-09-8913	7.32396	1.00000	5.76678	7.23051	9.44804	7.76686	Jeff Rivers
4906	divoced	no	47.05182	34.84643	7.37326	6.83585	4.69095	53.38123	19.72515	215-06-3488	2.92681	0.00000	8.26402	6.04696	8.09848	6.51947	Dawn Black
4907	married	yes	55.76974	62.18219	5.38710	3.91687	4.92365	54.43314	15.48897	876-98-9545	3.20549	1.00000	6.66344	4.76554	7.37623	6.40531	Kendra Farmer
4908	married	no	16.34586	117.61378	6.26887	4.64842	3.83760	69.72309	43.34710	428-75-1848	1.04650	1.00000	4.53436	5.67190	4.39947	5.19293	Brandon Garcia
4909	married	Y	80.94896	18.81264	6.79646	5.28804	5.75966	55.55254	35.05485	803-82-7812	3.42114	1.00000	4.81380	6.88373	4.31805	5.24677	Mary Brown
4910	married	Y	64.03890	87.30734	7.02926	7.14503	5.29242	28.92371	56.54361	424-43-6570	7.24770	1.00000	6.80767	3.47009	11.79719	7.44246	Amanda Martin DDS
4911	divoced	no	76.61872	68.34864	6.89533	4.26110	5.57200	66.83261	64.38441	008-26-6361	5.40179	0.00000	7.38838	7.59676	3.65886	5.87823	Claudia Campbell
4912	separated	yes	11.08885	124.57040	7.28485	7.89013	9.15091	25.68598	71.12646	458-28-8637	7.25673	1.00000	8.03774	6.17160	7.27727	7.50223	Maria Mitchell
4913	married	yes	54.32299	34.81772	7.69146	4.08294	7.56682	44.36972	46.61106	504-76-3611	7.28701	0.00000	6.83498	6.87242	10.96776	6.21863	Jeffrey Maynard
4914	nop	no	87.44499	67.12961	6.16648	4.94584	6.36555	42.69779	37.26433	474-49-4837	6.60084	0.00000	7.02561	4.97211	5.74945	6.15289	Jacqueline Harrington
4915	divoced	no	20.81648	44.44066	7.43377	8.19022	3.39427	66.91735	59.73838	144-29-4864	7.89395	1.00000	5.85064	6.09705	12.52978	5.29781	Eric Robbins
4916	married	no	83.03615	83.24909	6.24253	7.66137	6.90924	49.44409	56.26423	053-54-9766	5.44800	1.00000	5.36497	6.59877	4.09561	6.25308	Emily Gonzales
