,relationship,smoker,alp,weight,trombocyty,hematokrit,hemoglobin,er-cv,ast,ssn,erytrocyty,indicator,hbver,leukocyty,alt,etytr,name,residence,blood_group,birthdate,address,race,job,sex
5369,separated,yes,62.67577,94.64618,7.34553,3.67108,7.37657,50.18727,54.23308,499-61-3215,7.74758,0.0,6.01574,6.43365,10.88542,5.78091,Diamond Bennett,"303 Paige Isle
Munozmouth, ME 03371",O-,1947-08-15,"7098 Alejandro Corner
Lake Apriltown, KS 37278",Hawaiian,Artist,F
5370,widowed,no,82.11138,24.74701,5.93243,5.84916,5.83619,45.43298,48.87706,669-17-9509,7.376,1.0,5.86934,6.23288,11.59365,6.76597,Rachel Simmons,"53131 David Corner
East Leeside, CA 20517",B+,2021-08-05,"6719 Chase Mountains Suite 974
Richmondbury, LA 84553",White,Learning mentor,F
5371,married,yes,44.73598,108.69017,8.46191,4.82001,8.10913,55.52981,44.30066,669-17-9509,6.42595,0.0,6.18797,3.90429,7.81012,4.47693,Rachel Simmons,"53131 David Corner
East Leeside, CA 20517",B+,2021-08-05,"6719 Chase Mountains Suite 974
Richmondbury, LA 84553",White,Learning mentor,F
5372,single,no,33.81139,124.93795,5.31946,7.85038,4.27867,38.37121,40.60225,669-17-9509,2.81727,0.0,6.25922,7.27025,4.08662,5.51584,Rachel Simmons,"53131 David Corner
East Leeside, CA 20517",B+,2021-08-05,"6719 Chase Mountains Suite 974
Richmondbury, LA 84553",White,Learning mentor,F
5373,widowed,no,4.34456,69.73443,8.53089,8.36188,3.03707,42.74582,42.57409,322-29-3818,7.65822,1.0,6.53291,5.10901,12.77353,5.25741,Antonio Harris,"1794 Michael Fort Apt. 364
South Jimmy, MN 21241",B+,2002-01-23,"69383 Dixon Crescent
Brianport, MA 28996",White,Advertising copywriter,M
5374,divorced,no,80.91516,66.14253,7.79196,6.87313,7.01295,61.1742,35.10417,322-29-3818,6.29357,1.0,6.90687,7.05868,4.53753,5.73661,Antonio Harris,"1794 Michael Fort Apt. 364
South Jimmy, MN 21241",B+,2002-01-23,"69383 Dixon Crescent
Brianport, MA 28996",White,Advertising copywriter,M
5375,married,no,56.98341,85.6023,7.61455,3.11328,7.72695,57.74555,11.81904,322-29-3818,5.24604,1.0,5.39037,6.69137,6.1753,6.55718,Antonio Harris,"1794 Michael Fort Apt. 364
South Jimmy, MN 21241",B+,2002-01-23,"69383 Dixon Crescent
Brianport, MA 28996",White,Advertising copywriter,M
5376,divorced,no,52.14872,78.09545,7.11972,3.92084,4.74758,36.49604,67.36406,055-78-2057,6.48956,0.0,6.06552,6.07479,7.43337,3.73005,Toni Lawrence,"PSC 9936, Box 0448
APO AP 28019",A+,2014-02-22,"54973 Amanda Mountains Suite 757
South Francesmouth, AZ 00964",Black,Town planner,F
5377,married,no,27.51132,38.59734,5.88036,6.34766,4.16905,51.92305,81.67527,055-78-2057,7.91354,1.0,4.85899,7.40702,13.76221,5.28851,Toni Lawrence,"PSC 9936, Box 0448
APO AP 28019",A+,2014-02-22,"54973 Amanda Mountains Suite 757
South Francesmouth, AZ 00964",Black,Town planner,F
5378,single,no,34.77782,101.81836,6.48347,6.71088,4.49122,61.41618,38.36264,055-78-2057,7.57132,1.0,8.25422,5.84754,10.83768,5.95218,Toni Lawrence,"PSC 9936, Box 0448
APO AP 28019",A+,2014-02-22,"54973 Amanda Mountains Suite 757
South Francesmouth, AZ 00964",Black,Town planner,F
5379,single,no,46.56363,95.08006,7.19396,5.91781,4.73544,51.17388,53.74515,527-43-1057,4.13484,0.0,5.65307,6.31262,3.97961,7.45377,Dana Tanner,"08392 Watson Rue Suite 199
Thomasborough, WA 76790",AB-,1993-10-01,"33034 Rachel Field Apt. 342
Nolantown, NV 24671",White,"Scientist, biomedical",F
5380,married,no,75.1726,32.23213,7.03839,7.6091,7.04275,69.7168,23.80921,527-43-1057,4.59619,1.0,5.84283,6.94306,5.5703,6.38581,Dana Tanner,"08392 Watson Rue Suite 199
Thomasborough, WA 76790",AB-,1993-10-01,"33034 Rachel Field Apt. 342
Nolantown, NV 24671",White,"Scientist, biomedical",F
5381,divorced,no,80.54336,36.17593,6.92154,6.28986,6.95589,61.76935,45.04845,527-43-1057,6.65121,1.0,4.71126,5.71107,6.71504,6.46257,Dana Tanner,"08392 Watson Rue Suite 199
Thomasborough, WA 76790",AB-,1993-10-01,"33034 Rachel Field Apt. 342
Nolantown, NV 24671",White,"Scientist, biomedical",F
5382,widowed,yes,65.43825,79.11643,6.71528,3.64233,7.37372,54.66649,33.20731,157-14-8975,5.31697,1.0,7.74609,5.11356,4.3498,4.7092,Derrick Williams,"1477 Pollard Roads
Coreyport, AZ 14323",O+,1965-05-27,"174 Miles Alley
Port Kevin, NY 10688",Hawaiian,"Restaurant manager, fast food",M
5383,divorced,no,77.86485,140.18962,7.26744,4.05482,7.14161,42.14119,66.99968,157-14-8975,6.73498,0.0,6.82453,6.9716,8.48925,6.50495,Derrick Williams,"1477 Pollard Roads
Coreyport, AZ 14323",O+,1965-05-27,"174 Miles Alley
Port Kevin, NY 10688",Hawaiian,"Restaurant manager, fast food",M
5384,married,yes,41.60073,71.1188,7.80124,5.23512,8.05059,66.87043,51.14052,157-14-8975,8.16223,1.0,7.13873,6.87038,14.52566,5.46426,Derrick Williams,"1477 Pollard Roads
Coreyport, AZ 14323",O+,1965-05-27,"174 Miles Alley
Port Kevin, NY 10688",Hawaiian,"Restaurant manager, fast food",M
5385,divorced,yes,13.98882,101.83655,5.85856,7.62124,2.86214,53.97017,72.4803,022-50-7189,8.41233,1.0,6.6069,5.71872,19.92984,7.31183,Hannah Simmons,"PSC 0123, Box 3263
APO AE 56342",AB-,1925-01-01,"834 Short Prairie Suite 449
East Nathanland, AL 91231",Black,"Psychologist, clinical",F
5386,divorced,yes,66.27618,81.34816,6.50402,4.02801,5.11982,59.1245,50.77786,022-50-7189,2.8457,1.0,3.60939,6.24683,4.13576,4.98511,Hannah Simmons,"PSC 0123, Box 3263
APO AE 56342",AB-,1925-01-01,"834 Short Prairie Suite 449
East Nathanland, AL 91231",Black,"Psychologist, clinical",F
5387,divorced,no,36.58242,40.82105,7.72558,2.3226,4.45355,56.6634,41.78525,022-50-7189,8.01739,0.0,5.92504,4.2728,14.03891,6.90964,Hannah Simmons,"PSC 0123, Box 3263
APO AE 56342",AB-,1925-01-01,"834 Short Prairie Suite 449
East Nathanland, AL 91231",Black,"Psychologist, clinical",F
5388,separated,yes,84.38343,102.99329,6.10815,5.54357,5.95799,37.08191,50.79847,022-50-7189,4.13508,1.0,6.30743,7.29017,5.51051,5.43249,Hannah Simmons,"PSC 0123, Box 3263
APO AE 56342",AB-,1925-01-01,"834 Short Prairie Suite 449
East Nathanland, AL 91231",Black,"Psychologist, clinical",F
5389,nop,yes,31.17154,54.31056,8.47077,5.20069,8.33085,58.70758,50.32394,187-77-9335,7.1642,0.0,5.73727,5.559,7.7437,6.20661,Lisa Horne,"617 Sutton Rest Suite 057
Oliverbury, WY 88440",AB+,1986-11-30,"64582 Bruce Heights Suite 548
Amandaburgh, WY 06651",White,Insurance risk surveyor,F
5390,single,yes,67.07663,104.30237,6.82893,4.04544,5.44685,50.22233,41.52227,187-77-9335,3.03277,1.0,5.98597,5.82438,4.85685,4.52753,Lisa Horne,"617 Sutton Rest Suite 057
Oliverbury, WY 88440",AB+,1986-11-30,"64582 Bruce Heights Suite 548
Amandaburgh, WY 06651",White,Insurance risk surveyor,F
5391,married,yes,21.23218,70.57941,8.14451,4.16107,9.89409,67.36514,61.49512,187-77-9335,7.44061,1.0,5.4157,7.51087,10.80094,5.07185,Lisa Horne,"617 Sutton Rest Suite 057
Oliverbury, WY 88440",AB+,1986-11-30,"64582 Bruce Heights Suite 548
Amandaburgh, WY 06651",White,Insurance risk surveyor,F
5392,single,yes,70.2231,100.50072,7.18808,8.14374,5.32772,49.90555,41.31003,150-18-7077,7.35969,1.0,6.9746,5.43233,10.82577,6.01931,Frederick Fisher,"070 Gould Hollow Suite 742
New Robert, AL 43045",A-,1916-02-18,"51460 Mark Ridge
Lake Tony, GA 87106",White,Teaching laboratory technician,M
5393,married,yes,58.11381,62.93402,6.79111,7.75515,4.93933,57.22733,39.03934,150-18-7077,7.57245,1.0,6.96752,5.6743,11.85014,6.18665,Frederick Fisher,"070 Gould Hollow Suite 742
New Robert, AL 43045",A-,1916-02-18,"51460 Mark Ridge
Lake Tony, GA 87106",White,Teaching laboratory technician,M
5394,married,yes,61.12614,47.47964,7.66508,5.84179,5.12243,44.3488,58.57655,150-18-7077,3.47449,0.0,7.87614,5.15271,4.28797,7.44418,Frederick Fisher,"070 Gould Hollow Suite 742
New Robert, AL 43045",A-,1916-02-18,"51460 Mark Ridge
Lake Tony, GA 87106",White,Teaching laboratory technician,M
5395,nop,no,35.02876,51.8646,7.6473,7.39568,4.3039,43.69779,65.15364,507-69-8528,7.51347,1.0,7.00474,5.91904,7.51821,6.45626,Susan Sharp,"3132 Shannon Forges
Lopezhaven, SD 33045",A+,1939-12-17,"PSC 4465, Box 6811
APO AP 74296",White,Toxicologist,F
5396,widowed,yes,57.42556,103.27402,8.31456,4.0318,4.83757,41.91252,30.85176,507-69-8528,5.19975,0.0,5.40302,6.04176,5.46193,5.82954,Susan Sharp,"3132 Shannon Forges
Lopezhaven, SD 33045",A+,1939-12-17,"PSC 4465, Box 6811
APO AP 74296",White,Toxicologist,F
5397,single,yes,80.10725,70.52142,8.47912,6.93762,5.9705,52.54915,38.41143,507-69-8528,6.70897,1.0,6.82734,5.39291,6.64653,6.63613,Susan Sharp,"3132 Shannon Forges
Lopezhaven, SD 33045",A+,1939-12-17,"PSC 4465, Box 6811
APO AP 74296",White,Toxicologist,F
5398,married,no,17.48918,78.45697,9.20291,2.97717,3.44248,27.96263,71.93959,811-23-1517,6.99976,1.0,6.73748,6.77095,5.47619,6.2037,Ashley Lewis,"69665 Brown Corner Suite 554
Port Benjaminport, WV 51180",AB-,1919-04-17,"2217 Sanchez Greens Apt. 577
Myersside, KS 27064",White,Primary school teacher,F
5399,married,yes,42.31944,36.32225,10.80896,5.59774,1.63072,28.35072,46.22483,811-23-1517,4.63768,0.0,5.57125,7.46439,6.8931,6.63877,Ashley Lewis,"69665 Brown Corner Suite 554
Port Benjaminport, WV 51180",AB-,1919-04-17,"2217 Sanchez Greens Apt. 577
Myersside, KS 27064",White,Primary school teacher,F
5400,single,yes,31.81975,67.26589,6.52843,5.73681,4.61084,55.77376,42.39192,811-23-1517,4.33512,0.0,6.00186,7.59301,4.26539,6.16476,Ashley Lewis,"69665 Brown Corner Suite 554
Port Benjaminport, WV 51180",AB-,1919-04-17,"2217 Sanchez Greens Apt. 577
Myersside, KS 27064",White,Primary school teacher,F
5401,divorced,no,14.89869,55.02443,8.53925,2.01518,8.91252,44.44504,47.89764,766-56-1687,6.11176,1.0,6.17849,6.38677,6.08517,4.81995,Melissa Turner,"47169 Horton Village Suite 092
Port Kellyborough, NM 81307",B-,1977-10-01,"2542 Mary Forks
Alanmouth, OK 60288",Hawaiian,"Loss adjuster, chartered",F
5402,single,no,56.61329,74.90327,7.221,4.90124,5.08616,58.37499,59.68222,766-56-1687,2.17415,1.0,5.93516,4.42782,5.60797,4.54432,Melissa Turner,"47169 Horton Village Suite 092
Port Kellyborough, NM 81307",B-,1977-10-01,"2542 Mary Forks
Alanmouth, OK 60288",Hawaiian,"Loss adjuster, chartered",F
5403,married,no,11.24498,178.33781,7.52933,3.68629,9.28636,51.02154,52.3705,766-56-1687,7.34923,1.0,7.71066,5.66216,10.21226,5.21585,Melissa Turner,"47169 Horton Village Suite 092
Port Kellyborough, NM 81307",B-,1977-10-01,"2542 Mary Forks
Alanmouth, OK 60288",Hawaiian,"Loss adjuster, chartered",F
5404,divorced,yes,42.75836,45.92106,8.30359,3.51316,8.02128,57.133,35.72028,766-56-1687,4.91907,1.0,4.31124,6.37154,7.61139,5.42624,Melissa Turner,"47169 Horton Village Suite 092
Port Kellyborough, NM 81307",B-,1977-10-01,"2542 Mary Forks
Alanmouth, OK 60288",Hawaiian,"Loss adjuster, chartered",F
5405,single,no,8.81479,116.24614,4.01159,7.15988,3.16751,40.58667,42.84724,001-62-7745,9.1428,1.0,7.23016,3.90091,29.94359,7.56629,Michael Robinson,"803 Bautista Village
Craigland, OH 31359",A+,1991-08-02,"PSC 8311, Box 8666
APO AE 14842",Black,Banker,M
5406,single,no,67.8838,85.13255,5.26018,5.88969,5.06183,39.23972,65.45093,001-62-7745,7.88774,1.0,5.90166,5.1051,12.9507,6.34153,Michael Robinson,"803 Bautista Village
Craigland, OH 31359",A+,1991-08-02,"PSC 8311, Box 8666
APO AE 14842",Black,Banker,M
5407,widowed,yes,85.09408,114.15481,7.14608,4.55171,6.33712,52.03661,58.31344,001-62-7745,3.62916,1.0,6.60374,6.16939,6.43071,7.44717,Michael Robinson,"803 Bautista Village
Craigland, OH 31359",A+,1991-08-02,"PSC 8311, Box 8666
APO AE 14842",Black,Banker,M
5408,divorced,yes,12.37831,88.01445,7.13007,7.21939,3.38197,40.45507,47.32118,001-62-7745,7.82538,1.0,6.37373,4.38559,9.06929,6.2311,Michael Robinson,"803 Bautista Village
Craigland, OH 31359",A+,1991-08-02,"PSC 8311, Box 8666
APO AE 14842",Black,Banker,M
5409,divorced,no,73.48202,65.59967,8.38053,8.13085,5.46032,65.32547,57.0376,095-50-7820,6.79048,1.0,6.06642,5.36278,6.53407,6.5841,Dawn Doyle,"565 Fernandez Club Suite 538
Garciastad, NM 95037",A-,1906-03-25,"230 Serrano Creek Suite 124
North Alejandrostad, VT 49090",Black,"Conservator, museum/gallery",F
5410,divorced,no,35.98929,97.13568,6.32798,6.82279,4.37673,61.17764,49.62101,095-50-7820,2.05442,1.0,7.04779,6.70958,4.57817,9.58337,Dawn Doyle,"565 Fernandez Club Suite 538
Garciastad, NM 95037",A-,1906-03-25,"230 Serrano Creek Suite 124
North Alejandrostad, VT 49090",Black,"Conservator, museum/gallery",F
5411,nop,yes,22.24708,75.93537,8.4837,8.03509,4.08421,59.8289,43.34299,095-50-7820,7.4231,1.0,5.51038,6.16053,8.83,6.83469,Dawn Doyle,"565 Fernandez Club Suite 538
Garciastad, NM 95037",A-,1906-03-25,"230 Serrano Creek Suite 124
North Alejandrostad, VT 49090",Black,"Conservator, museum/gallery",F
5412,married,no,33.26701,46.87888,8.55362,5.55616,8.18228,53.1234,34.12331,877-65-0381,7.49059,0.0,4.7015,5.74119,11.90121,6.12713,Jason Harris,"2254 Robin Loaf Suite 372
Port Ronnie, TX 85129",A-,2009-10-02,"6712 Richard Alley
Shaunfurt, RI 95621",White,Dealer,M
5413,married,no,87.13759,67.18029,6.99992,4.82492,6.47889,54.61882,47.22173,877-65-0381,3.96137,1.0,6.14457,6.73599,6.00033,6.04867,Jason Harris,"2254 Robin Loaf Suite 372
Port Ronnie, TX 85129",A-,2009-10-02,"6712 Richard Alley
Shaunfurt, RI 95621",White,Dealer,M
5414,separated,yes,71.01409,76.38895,7.57669,5.33622,7.21546,70.72834,36.45809,877-65-0381,6.26079,0.0,5.57199,5.04209,5.793,6.1632,Jason Harris,"2254 Robin Loaf Suite 372
Port Ronnie, TX 85129",A-,2009-10-02,"6712 Richard Alley
Shaunfurt, RI 95621",White,Dealer,M
5415,nop,no,62.58756,129.18216,7.49386,5.20399,7.45162,40.20314,42.99909,455-41-6926,7.79701,0.0,6.15934,6.86799,12.63969,7.33207,Donald Baxter,"79777 Carol Roads
Hansenshire, TN 01886",A+,2004-04-19,"8222 Luis Viaduct
South Andre, AL 61949",Black,Product designer,M
5416,single,no,30.60917,70.04466,7.39278,5.44677,4.20288,40.87359,40.27878,455-41-6926,4.78903,0.0,5.46082,7.18269,6.1145,6.57687,Donald Baxter,"79777 Carol Roads
Hansenshire, TN 01886",A+,2004-04-19,"8222 Luis Viaduct
South Andre, AL 61949",Black,Product designer,M
5417,single,yes,76.10964,37.95092,5.25848,4.80259,6.88436,56.31947,49.58194,225-84-6831,4.57556,0.0,6.84733,4.57406,8.22527,7.89838,Crystal Smith,"61831 Martinez Cliff Apt. 328
Wesleyton, TX 01062",A+,1944-09-10,"4127 Whitehead Square
Valdezside, HI 38903",White,Health physicist,F
5418,single,no,63.11861,99.38933,8.88606,7.99382,4.99414,25.1164,55.35358,225-84-6831,6.8053,1.0,5.36915,7.71614,7.83782,6.81213,Crystal Smith,"61831 Martinez Cliff Apt. 328
Wesleyton, TX 01062",A+,1944-09-10,"4127 Whitehead Square
Valdezside, HI 38903",White,Health physicist,F
5419,married,no,82.52546,13.26817,6.47581,6.12984,6.65435,39.69894,54.11781,611-84-1521,4.7881,0.0,5.78725,4.9481,8.62152,5.18699,Robert Wade,"6306 Johnson Spurs
North Davidshire, CT 46940",A+,1951-05-10,"954 Sonya Stream Apt. 487
Lake David, MT 06475",White,Electrical engineer,M
5420,single,no,56.13923,70.16878,7.57966,8.56141,4.85132,46.33202,62.22952,611-84-1521,7.46108,1.0,4.86216,4.96759,11.18182,6.83195,Robert Wade,"6306 Johnson Spurs
North Davidshire, CT 46940",A+,1951-05-10,"954 Sonya Stream Apt. 487
Lake David, MT 06475",White,Electrical engineer,M
5421,nop,no,21.66249,38.43669,6.74775,6.81178,4.17327,49.87369,63.18076,611-84-1521,7.76079,1.0,7.57758,4.79636,10.95165,5.66021,Robert Wade,"6306 Johnson Spurs
North Davidshire, CT 46940",A+,1951-05-10,"954 Sonya Stream Apt. 487
Lake David, MT 06475",White,Electrical engineer,M
5422,single,yes,11.50271,104.37326,8.00105,4.16165,9.05743,66.2676,47.80603,611-84-1521,6.91405,1.0,7.27304,4.61789,5.42958,6.66339,Robert Wade,"6306 Johnson Spurs
North Davidshire, CT 46940",A+,1951-05-10,"954 Sonya Stream Apt. 487
Lake David, MT 06475",White,Electrical engineer,M
5423,separated,no,65.53114,45.81601,7.393,4.58762,7.33535,45.23164,30.91766,304-48-9705,7.70035,0.0,4.06553,6.34825,10.75181,5.54216,David Brown,"1629 Thomas Coves Apt. 334
Garciaborough, NJ 09112",A-,1922-06-01,"089 William Cliff
Gonzalezmouth, WA 34100",Asian,IT sales professional,M
5424,married,yes,13.24381,11.90765,6.36424,7.19196,3.64808,39.25182,60.88426,304-48-9705,8.11762,1.0,6.23228,6.24418,14.91346,7.475,David Brown,"1629 Thomas Coves Apt. 334
Garciaborough, NJ 09112",A-,1922-06-01,"089 William Cliff
Gonzalezmouth, WA 34100",Asian,IT sales professional,M
5425,married,no,44.64795,51.38797,6.03209,7.61909,4.61373,73.00595,48.92315,304-48-9705,7.80958,1.0,5.80639,4.90374,11.63509,6.62185,David Brown,"1629 Thomas Coves Apt. 334
Garciaborough, NJ 09112",A-,1922-06-01,"089 William Cliff
Gonzalezmouth, WA 34100",Asian,IT sales professional,M
5426,divorced,no,65.27357,48.94248,6.59523,6.07414,5.14237,42.98625,58.74729,805-47-6738,7.29818,1.0,8.35982,5.40968,8.9418,5.81765,James Williams,"469 West Corners Apt. 034
Lake Lisatown, CT 09811",AB+,1973-01-11,"81964 Norton Cove
Andrewton, MO 69927",White,"Lecturer, higher education",M
5427,married,yes,63.35278,119.44852,6.20655,7.11316,4.93757,42.34314,62.22994,805-47-6738,7.77287,1.0,7.95796,5.0531,11.29274,6.69068,James Williams,"469 West Corners Apt. 034
Lake Lisatown, CT 09811",AB+,1973-01-11,"81964 Norton Cove
Andrewton, MO 69927",White,"Lecturer, higher education",M
5428,divorced,no,71.29281,70.06485,7.76528,5.45212,7.26718,81.29597,55.01596,805-47-6738,6.67676,0.0,6.14421,6.49025,7.26895,5.72108,James Williams,"469 West Corners Apt. 034
Lake Lisatown, CT 09811",AB+,1973-01-11,"81964 Norton Cove
Andrewton, MO 69927",White,"Lecturer, higher education",M
5429,single,no,74.13968,153.89792,5.51134,4.51612,5.4461,42.36924,50.494,805-47-6738,5.88895,0.0,5.36643,6.90532,9.52052,3.99817,James Williams,"469 West Corners Apt. 034
Lake Lisatown, CT 09811",AB+,1973-01-11,"81964 Norton Cove
Andrewton, MO 69927",White,"Lecturer, higher education",M
5430,nop,yes,59.51951,43.56557,6.3572,6.65602,4.93198,48.78197,49.59364,579-31-2505,7.70616,1.0,7.64892,7.46659,12.61492,5.48138,Jessica Hall,"463 Brooks Passage Apt. 000
Cabrerabury, IN 42058",O+,1951-11-29,"289 Manuel Radial Suite 783
Cummingsbury, ME 93441",White,"Engineer, control and instrumentation",F
5431,divorced,no,80.55325,68.76619,5.61194,5.05174,5.67376,31.71693,55.19332,579-31-2505,4.26789,1.0,4.73143,6.40849,7.20618,5.71831,Jessica Hall,"463 Brooks Passage Apt. 000
Cabrerabury, IN 42058",O+,1951-11-29,"289 Manuel Radial Suite 783
Cummingsbury, ME 93441",White,"Engineer, control and instrumentation",F
5432,divorced,no,85.03223,123.04354,6.05727,5.92688,6.20131,65.22185,35.14889,579-31-2505,4.2526,1.0,4.20668,4.71447,6.0839,5.66534,Jessica Hall,"463 Brooks Passage Apt. 000
Cabrerabury, IN 42058",O+,1951-11-29,"289 Manuel Radial Suite 783
Cummingsbury, ME 93441",White,"Engineer, control and instrumentation",F
5433,nop,no,82.97689,5.3214,7.24333,7.20136,6.82436,36.42804,43.49541,579-31-2505,4.35575,1.0,7.34547,5.46316,5.29524,5.33575,Jessica Hall,"463 Brooks Passage Apt. 000
Cabrerabury, IN 42058",O+,1951-11-29,"289 Manuel Radial Suite 783
Cummingsbury, ME 93441",White,"Engineer, control and instrumentation",F
5434,single,no,87.31298,115.67293,6.56989,4.16677,6.0645,40.89591,46.94464,048-49-1914,5.97227,0.0,6.69295,6.68278,5.04284,8.25486,Amanda Pope,"94983 Tyrone Common
Debrastad, NV 23126",AB-,1951-06-14,"3000 Sandra Mills
New Lisa, MT 06223",Asian,Community arts worker,F
5435,nop,no,92.66312,57.40945,8.01068,3.76494,6.5131,52.51694,58.61633,048-49-1914,3.23853,1.0,6.78466,5.9812,4.74579,5.92818,Amanda Pope,"94983 Tyrone Common
Debrastad, NV 23126",AB-,1951-06-14,"3000 Sandra Mills
New Lisa, MT 06223",Asian,Community arts worker,F
5436,divorced,no,73.338,85.72918,6.91156,5.85804,6.94068,41.70915,63.75574,048-49-1914,4.62203,1.0,6.01438,7.08858,5.87704,7.60176,Amanda Pope,"94983 Tyrone Common
Debrastad, NV 23126",AB-,1951-06-14,"3000 Sandra Mills
New Lisa, MT 06223",Asian,Community arts worker,F
5437,divorced,no,32.81502,44.66721,8.31974,4.4082,8.32312,79.34579,54.30136,667-64-1792,6.90161,0.0,7.0519,6.76364,6.44182,7.06825,Heather Mendez,"0773 Taylor Drives
Lake Francesmouth, NC 35392",AB+,1994-12-25,"211 Todd Trafficway Suite 539
South Elizabethberg, SC 53046",White,"Designer, blown glass/stained glass",F
5438,divorced,yes,36.31991,109.08583,6.8049,6.28836,4.39652,77.99133,71.50482,667-64-1792,1.5354,1.0,6.21637,6.03937,7.17119,6.05495,Heather Mendez,"0773 Taylor Drives
Lake Francesmouth, NC 35392",AB+,1994-12-25,"211 Todd Trafficway Suite 539
South Elizabethberg, SC 53046",White,"Designer, blown glass/stained glass",F
5439,nop,no,88.06962,18.55663,5.84608,3.37238,6.23575,56.94075,54.62811,667-64-1792,7.89534,0.0,6.32147,5.52033,12.95638,5.5865,Heather Mendez,"0773 Taylor Drives
Lake Francesmouth, NC 35392",AB+,1994-12-25,"211 Todd Trafficway Suite 539
South Elizabethberg, SC 53046",White,"Designer, blown glass/stained glass",F
5440,widowed,yes,15.57794,84.34327,8.69478,5.34598,9.75813,39.87816,52.67846,688-41-1121,7.17945,1.0,6.06089,7.38584,10.76318,5.54611,Robert Moore,"905 Jacqueline Alley
Hannahhaven, AR 97019",A+,2014-04-04,"639 Jacob Garden
Billyport, CA 36708",White,Podiatrist,M
5441,separated,no,88.0478,37.55929,6.43146,4.82451,6.42233,69.04361,56.48299,688-41-1121,4.53585,1.0,7.19759,5.63871,6.68577,5.57564,Robert Moore,"905 Jacqueline Alley
Hannahhaven, AR 97019",A+,2014-04-04,"639 Jacob Garden
Billyport, CA 36708",White,Podiatrist,M
5442,single,no,69.41228,68.67031,6.99448,4.41547,7.31916,48.83287,39.26466,688-41-1121,7.79819,0.0,6.18434,6.82261,12.59859,6.70349,Robert Moore,"905 Jacqueline Alley
Hannahhaven, AR 97019",A+,2014-04-04,"639 Jacob Garden
Billyport, CA 36708",White,Podiatrist,M
5443,widowed,no,79.54553,75.15053,5.93166,4.91649,5.48422,66.38282,50.25958,266-37-1357,3.80953,1.0,7.09241,7.41142,5.39419,5.94773,Robert Soto MD,"4821 Vernon Road
South Jeremy, NH 27673",AB-,2018-01-08,"8416 David Court
North Austin, SD 28266",White,Architect,M
5444,single,no,51.12104,112.5093,7.99495,4.86661,4.74575,27.32083,42.23794,266-37-1357,4.73763,0.0,5.88494,6.29436,8.05808,5.13842,Robert Soto MD,"4821 Vernon Road
South Jeremy, NH 27673",AB-,2018-01-08,"8416 David Court
North Austin, SD 28266",White,Architect,M
